no_nodes
350

Node, X-Coordinate, Y-Coordinate
93,-11707924,3264862
94,-11707899,3264870
95,-11707874,3264847
96,-11707803,3264816
97,-11707910,3264821
98,-11707607,3264693
99,-11707845,3264768
100,-11707977,3264747
101,-11709214,3264745
102,-11709350,3264796
103,-11709603,3264786
104,-11707930,3264796
105,-11707939,3264824
106,-11708183,3264628
107,-11708359,3264790
108,-11707717,3264589
109,-11707886,3264755
110,-11707902,3264795
111,-11708227,3264446
112,-11708459,3264763
113,-11709584,3264737
114,-11707915,3264747
115,-11707927,3264780
116,-11709106,3264677
117,-11708326,3264420
118,-11708073,3264659
119,-11708111,3264759
120,-11708988,3264711
121,-11708857,3264754
122,-11707971,3264732
123,-11709344,3264708
124,-11709552,3264651
125,-11707990,3264719
126,-11709002,3264732
127,-11708121,3264646
128,-11708153,3264726
129,-11708025,3264675
130,-11707951,3264607
131,-11708956,3264626
132,-11709311,3264621
133,-11708598,3264535
134,-11708770,3264676
135,-11707433,3264668
136,-11707837,3264636
137,-11707925,3264679
138,-11707844,3264630
139,-11709072,3264593
140,-11708908,3264638
141,-11708740,3264599
142,-11707995,3264596
143,-11707402,3264597
144,-11708426,3264392
145,-11708530,3264662
146,-11709535,3264609
147,-11708842,3264463
148,-11707818,3264562
149,-11708124,3264475
150,-11708988,3264617
151,-11709519,3264565
152,-11708921,3264442
153,-11707325,3264392
154,-11708802,3264579
155,-11708702,3264504
156,-11707358,3264387
157,-11709004,3264419
158,-11709186,3264560
159,-11707667,3264469
160,-11709484,3264476
161,-11707919,3264534
162,-11707750,3264386
163,-11709121,3264386
164,-11708532,3264362
165,-11708022,3264505
166,-11707850,3264355
167,-11707591,3264492
168,-11707506,3264512
169,-11707452,3264371
170,-11707953,3264325
171,-11708670,3264426
172,-11707532,3264344
173,-11709438,3264358
174,-11708055,3264297
175,-11707647,3264415
176,-11708866,3264457
177,-11708804,3264285
178,-11708157,3264267
179,-11708759,3264399
180,-11708635,3264334
181,-11708259,3264240
182,-11708940,3264247
183,-11707611,3264320
184,-11708358,3264211
185,-11707296,3264321
186,-11709416,3264302
187,-11707685,3264213
188,-11708463,3264183
189,-11707784,3264185
190,-11708569,3264156
191,-11708734,3264305
192,-11707887,3264157
193,-11707453,3264277
194,-11707282,3264286
195,-11707581,3264241
196,-11708667,3264129
197,-11709376,3264198
198,-11707991,3264127
199,-11707176,3264013
200,-11707270,3264139
201,-11708836,3264277
202,-11708768,3264101
203,-11707366,3264203
204,-11708093,3264097
205,-11708871,3264072
206,-11709050,3264216
207,-11707513,3264070
208,-11708245,3264203
209,-11708984,3264041
210,-11709144,3264190
211,-11707617,3264040
212,-11708227,3264158
213,-11709351,3264132
214,-11709075,3264015
215,-11709237,3264165
216,-11707750,3264092
217,-11708436,3264112
218,-11709282,3264152
219,-11709168,3263990
220,-11708193,3264070
221,-11708658,3264132
222,-11709220,3263976
223,-11707311,3264127
224,-11709282,3263957
225,-11708600,3263967
226,-11707283,3264042
227,-11707947,3264034
228,-11707965,3264028
229,-11708432,3264101
230,-11708424,3264079
231,-11707716,3264011
232,-11707849,3264063
233,-11708399,3264012
234,-11708805,3263899
235,-11707479,3263984
236,-11708201,3264068
237,-11708173,3263987
238,-11708277,3264047
239,-11707802,3263934
240,-11708368,3264021
241,-11708946,3263944
242,-11707922,3263964
243,-11707935,3263958
244,-11709009,3263842
245,-11707161,3263976
246,-11708365,3263928
247,-11707683,3263926
248,-11707132,3263983
249,-11709102,3263817
250,-11707447,3263897
251,-11707095,3263917
252,-11709155,3263801
253,-11707915,3263948
254,-11707928,3263944
255,-11709217,3263784
256,-11707904,3263922
257,-11707915,3263917
258,-11708333,3263844
259,-11707652,3263840
260,-11707894,3263887
261,-11707134,3263885
262,-11708771,3263813
263,-11707414,3263809
264,-11707175,3263887
265,-11707888,3263869
266,-11707149,3263819
267,-11707913,3263862
268,-11707936,3263873
269,-11707922,3263859
270,-11707854,3263782
271,-11707256,3263865
272,-11708603,3263861
273,-11708039,3263820
274,-11708043,3263831
275,-11708298,3263754
276,-11708979,3263768
277,-11707755,3263812
278,-11707081,3263838
279,-11708093,3263818
280,-11707061,3263744
281,-11708089,3263806
282,-11707108,3263727
283,-11708127,3263808
284,-11708553,3263682
285,-11708588,3263817
286,-11709121,3263811
287,-11708705,3263641
288,-11707689,3263642
289,-11709091,3263735
290,-11707362,3263680
291,-11707153,3263600
292,-11707234,3263807
293,-11708122,3263797
294,-11708060,3263725
295,-11708976,3263760
296,-11708828,3263803
297,-11708449,3263711
298,-11708481,3263792
299,-11709178,3263687
300,-11707787,3263613
301,-11708953,3263701
302,-11708263,3263667
303,-11707517,3263638
304,-11707559,3263751
305,-11708828,3263735
306,-11709062,3263674
307,-11708635,3263660
308,-11708667,3263727
309,-11707063,3263625
310,-11708941,3263671
311,-11709167,3263658
312,-11707312,3263556
313,-11708230,3263581
314,-11708670,3263554
315,-11709157,3263634
316,-11709115,3263524
317,-11707770,3263567
318,-11709150,3263614
319,-11708062,3263628
320,-11707127,3263607
321,-11709148,3263610
322,-11708196,3263493
323,-11707216,3263583
324,-11707723,3263440
325,-11707522,3263497
326,-11708598,3263372
327,-11708878,3263494
328,-11709081,3263441
329,-11708843,3263408
330,-11708358,3263442
331,-11708131,3263325
332,-11709047,3263350
333,-11707923,3263384
334,-11708811,3263324
335,-11707993,3263365
336,-11708568,3263297
337,-11709013,3263265
338,-11708368,3263259
339,-11708382,3263349
340,-11708294,3263279
341,-11708778,3263239
342,-11708539,3263211
343,-11708335,3263268
344,-11708980,3263180
345,-11708436,3263240
346,-11708745,3263152
347,-11708677,3263171
348,-11708946,3263096
349,-11708793,3263139

no_edges
468

Node Adjacency List
Node 1, Node 2,
0,1,
2,3,
4,5,
4,2,
6,0,
7,0,
8,4,
9,4,
9,36,
10,7,
11,7,
11,18,
12,8,
12,14,
13,8,
15,16,
17,16,
19,11,
20,15,
20,24,
21,17,
22,17,
23,21,
23,22,
24,21,
25,6,
25,19,
26,6,
27,24,
28,20,
28,27,
29,30,
29,39,
31,19,
32,26,
33,26,
33,25,
34,12,
34,48,
35,12,
36,33,
36,28,
37,27,
37,23,
38,22,
39,40,
41,37,
42,43,
42,32,
44,32,
45,9,
45,48,
46,42,
46,44,
47,42,
49,44,
50,51,
52,34,
53,34,
54,45,
55,54,
55,47,
56,52,
57,52,
58,50,
59,46,
60,56,
61,56,
62,60,
63,60,
63,61,
64,60,
64,62,
65,47,
65,55,
66,39,
66,135,
67,61,
68,63,
69,57,
69,67,
70,57,
71,62,
72,64,
73,67,
74,69,
74,76,
74,73,
75,70,
76,70,
77,75,
78,75,
79,29,
80,49,
81,49,
82,77,
83,77,
83,58,
84,53,
85,65,
86,65,
86,80,
87,76,
88,73,
89,90,
89,112,
91,80,
91,93,
92,84,
92,89,
93,94,
95,94,
95,81,
96,81,
96,79,
97,93,
97,95,
98,79,
99,95,
100,91,
100,104,
101,82,
101,78,
102,82,
103,83,
104,105,
104,97,
106,86,
106,127,
107,86,
108,96,
108,66,
109,110,
109,99,
111,107,
111,149,
112,107,
113,103,
114,115,
114,109,
116,78,
117,112,
117,111,
118,119,
118,129,
120,121,
120,126,
122,100,
122,114,
123,101,
124,113,
124,123,
125,122,
127,128,
127,118,
129,125,
130,125,
131,120,
131,140,
132,123,
132,116,
133,92,
134,92,
136,137,
138,137,
138,136,
139,116,
139,150,
140,134,
141,134,
142,129,
142,130,
143,135,
144,145,
144,117,
146,124,
147,140,
147,155,
148,138,
148,108,
149,106,
149,165,
150,131,
151,132,
151,146,
152,150,
152,176,
153,143,
154,141,
155,141,
155,133,
156,143,
156,153,
157,139,
157,152,
158,139,
159,108,
159,167,
160,151,
160,158,
161,148,
162,148,
162,175,
163,158,
163,157,
164,133,
164,144,
165,161,
166,161,
166,162,
167,168,
169,168,
170,165,
170,166,
171,155,
172,167,
172,169,
173,160,
174,149,
174,170,
175,159,
176,147,
177,176,
177,191,
178,111,
178,174,
179,171,
180,171,
180,164,
181,117,
181,178,
182,157,
182,201,
183,175,
183,172,
184,144,
184,181,
185,153,
186,163,
186,173,
187,162,
187,195,
188,164,
188,184,
189,166,
189,187,
190,180,
190,188,
191,180,
192,170,
192,189,
193,185,
194,185,
195,183,
195,193,
196,191,
196,221,
197,186,
198,174,
198,192,
199,194,
199,200,
200,194,
201,177,
202,201,
202,196,
203,193,
204,178,
204,198,
205,182,
205,202,
206,182,
207,195,
207,223,
208,181,
209,206,
209,205,
210,206,
211,187,
211,207,
212,208,
213,197,
213,218,
214,210,
214,209,
215,210,
216,189,
217,188,
218,215,
219,215,
219,214,
220,212,
220,204,
221,190,
222,218,
222,219,
223,200,
224,213,
224,222,
225,221,
226,223,
227,198,
227,232,
228,198,
228,227,
229,217,
230,229,
231,216,
231,211,
232,216,
233,230,
233,240,
234,205,
234,233,
235,207,
235,226,
236,220,
237,236,
238,236,
239,232,
240,238,
241,209,
242,227,
243,228,
243,242,
244,214,
244,234,
245,199,
245,248,
246,233,
246,237,
247,231,
247,235,
247,239,
249,219,
249,244,
250,235,
250,245,
251,248,
252,222,
252,286,
253,242,
254,243,
255,224,
255,252,
256,253,
256,239,
257,254,
257,256,
258,246,
259,247,
259,250,
260,256,
260,257,
261,251,
261,264,
262,234,
262,272,
263,250,
263,271,
265,260,
266,261,
266,278,
267,268,
267,265,
269,268,
269,267,
270,265,
270,277,
273,269,
274,269,
275,258,
275,283,
275,293,
276,244,
277,259,
279,274,
281,273,
281,279,
282,266,
282,280,
283,279,
284,285,
284,297,
286,249,
287,262,
287,307,
288,277,
289,286,
289,276,
290,263,
291,292,
291,320,
293,281,
294,281,
294,270,
295,296,
295,276,
297,298,
297,275,
299,255,
300,270,
301,295,
301,305,
302,275,
302,294,
303,304,
303,290,
306,289,
306,301,
307,308,
307,284,
309,282,
310,301,
311,299,
312,290,
312,323,
313,302,
313,319,
314,302,
314,287,
315,311,
316,287,
316,321,
317,303,
317,300,
318,315,
320,309,
321,318,
322,300,
322,313,
323,291,
324,317,
324,325,
325,312,
326,314,
327,314,
328,316,
328,327,
329,327,
330,322,
331,322,
331,335,
332,328,
332,329,
333,324,
334,329,
335,333,
336,326,
337,332,
337,334,
338,339,
338,343,
340,331,
341,334,
341,336,
342,336,
342,345,
343,340,
344,337,
344,341,
345,338,
346,341,
346,347,
347,342,
348,344,
348,349,
349,346,
