no_nodes
700

Node, X-Coordinate, Y-Coordinate
525,-11714619,3274432
526,-11714700,3274642
527,-11714558,3274642
528,-11714317,3274642
529,-11714373,3274573
530,-11715527,3274556
531,-11715490,3274640
532,-11714495,3274572
533,-11714967,3274577
534,-11714965,3274642
535,-11714222,3274560
536,-11714556,3274433
537,-11715018,3274562
538,-11715022,3274642
539,-11715122,3274533
540,-11714282,3274642
541,-11715343,3274533
542,-11713363,3274576
543,-11713008,3274527
544,-11713191,3274526
545,-11713280,3274527
546,-11713098,3274525
547,-11712916,3274558
548,-11714713,3274556
549,-11712032,3274585
550,-11713363,3274526
551,-11713572,3274391
552,-11713464,3274392
553,-11714372,3274504
554,-11714495,3274504
555,-11713791,3274556
556,-11713681,3274391
557,-11714223,3274378
558,-11714007,3274377
559,-11712819,3274377
560,-11714113,3274377
561,-11712916,3274525
562,-11712498,3274377
563,-11712712,3274376
564,-11712606,3274376
565,-11712284,3274377
566,-11713899,3274378
567,-11714727,3274537
568,-11713790,3274392
569,-11712393,3274377
570,-11712030,3274369
571,-11712175,3274437
572,-11714854,3274535
573,-11714731,3274530
574,-11715029,3274536
575,-11715121,3274383
576,-11715434,3274532
577,-11715342,3274485
578,-11714755,3274431
579,-11713280,3274421
580,-11713008,3274423
581,-11713363,3274422
582,-11713190,3274423
583,-11713098,3274422
584,-11712919,3274422
585,-11714494,3274433
586,-11714372,3274433
587,-11714922,3274462
588,-11714921,3274487
589,-11715500,3274435
590,-11715341,3274435
591,-11714922,3274432
592,-11715266,3274436
593,-11715199,3274438
594,-11712154,3274378
595,-11712176,3274377
596,-11715266,3274410
597,-11714433,3274172
598,-11714432,3274434
599,-11715011,3274421
600,-11714494,3274184
601,-11714270,3274431
602,-11714373,3274225
603,-11714553,3274299
604,-11714616,3274224
605,-11714921,3274327
606,-11714755,3274328
607,-11713009,3274316
608,-11713190,3274318
609,-11712921,3274381
610,-11713362,3274394
611,-11713099,3274318
612,-11715013,3274382
613,-11713280,3274318
614,-11713363,3274317
615,-11713790,3274378
616,-11713736,3274391
617,-11713465,3274213
618,-11713736,3274211
619,-11713680,3274211
620,-11713573,3274212
621,-11711962,3274383
622,-11715120,3274343
623,-11715013,3274327
624,-11712924,3274317
625,-11714224,3274132
626,-11713790,3274212
627,-11712141,3274340
628,-11713899,3274195
629,-11714115,3274194
630,-11714006,3274195
631,-11712392,3274195
632,-11712284,3274195
633,-11712178,3274194
634,-11712500,3274196
635,-11712821,3274197
636,-11712607,3274195
637,-11712716,3274196
638,-11711969,3274187
639,-11715172,3274342
640,-11715119,3274326
641,-11712093,3274199
642,-11714756,3274223
643,-11714921,3274223
644,-11715121,3274224
645,-11713280,3274213
646,-11713189,3274213
647,-11713100,3274213
648,-11713364,3274213
649,-11712924,3274213
650,-11713008,3274213
651,-11714308,3274226
652,-11715337,3274225
653,-11714372,3274117
654,-11715413,3274159
655,-11715335,3274159
656,-11715119,3274112
657,-11715011,3274223
658,-11714568,3274223
659,-11714922,3274112
660,-11715013,3274113
661,-11714752,3274114
662,-11713466,3274097
663,-11713366,3274127
664,-11713009,3274108
665,-11712924,3274197
666,-11713280,3274109
667,-11713189,3274109
668,-11713099,3274109
669,-11713573,3274098
670,-11713790,3274197
671,-11713680,3274097
672,-11712079,3274162
673,-11712820,3274103
674,-11712935,3274107
675,-11713789,3274098
676,-11712715,3274102
677,-11712501,3274102
678,-11712607,3274102
679,-11712396,3274102
680,-11712289,3274102
681,-11714007,3274098
682,-11713901,3274098
683,-11714116,3274097
684,-11712185,3274101
685,-11712060,3274103
686,-11715334,3274121
687,-11714224,3274119
688,-11715331,3274114
689,-11714225,3274098
690,-11714288,3274119
691,-11714498,3274111
692,-11713037,3274108
693,-11713251,3274109
694,-11713143,3274109
695,-11713362,3274101
696,-11712110,3274100
697,-11713372,3274094
698,-11713911,3274098
699,-11713886,3274098

no_edges
1088

Node Adjacency List
Node 1, Node 2,
0,1,
2,3,
2,6,
4,5,
4,0,
6,7,
7,0,
8,7,
9,2,
10,9,
10,20,
10,11,
11,6,
11,8,
12,4,
13,12,
14,12,
14,8,
15,16,
17,18,
17,63,
19,20,
21,20,
22,8,
22,38,
23,10,
23,24,
23,21,
24,11,
24,22,
25,14,
25,35,
26,27,
28,19,
28,21,
29,16,
29,15,
30,31,
32,31,
32,53,
33,26,
33,46,
34,26,
35,30,
36,30,
37,15,
37,17,
38,25,
38,39,
39,35,
39,57,
40,29,
41,42,
43,40,
43,67,
44,34,
44,41,
45,34,
45,47,
47,33,
48,47,
49,41,
50,48,
50,72,
51,48,
51,50,
52,44,
52,77,
52,80,
54,55,
54,84,
56,32,
57,32,
58,38,
58,59,
59,39,
59,60,
60,57,
61,22,
61,58,
62,24,
62,61,
63,28,
64,63,
64,65,
65,21,
65,70,
66,17,
67,37,
68,37,
68,69,
68,98,
69,67,
70,23,
70,62,
71,43,
72,71,
73,71,
73,69,
74,75,
74,85,
76,66,
77,49,
78,79,
79,51,
80,79,
81,72,
81,73,
82,77,
82,91,
83,52,
83,78,
85,54,
85,88,
86,87,
86,76,
88,89,
90,78,
90,81,
91,83,
91,90,
92,76,
93,94,
95,94,
95,132,
95,136,
96,93,
96,134,
97,89,
97,82,
98,86,
98,113,
99,88,
99,97,
100,85,
100,99,
101,74,
102,101,
103,101,
103,100,
104,102,
104,127,
105,92,
105,64,
106,60,
106,145,
107,59,
107,146,
108,60,
109,61,
109,110,
110,58,
110,107,
111,70,
111,112,
112,62,
112,109,
113,105,
114,65,
114,115,
114,111,
115,64,
116,105,
117,69,
117,122,
118,113,
118,142,
119,90,
119,120,
120,81,
120,149,
121,73,
121,117,
122,98,
123,97,
123,124,
124,82,
124,125,
125,91,
125,119,
126,103,
127,103,
128,100,
128,147,
129,99,
129,123,
130,127,
131,132,
133,132,
134,104,
135,136,
136,96,
137,134,
137,135,
138,108,
138,139,
139,108,
140,122,
140,118,
141,131,
142,116,
142,115,
143,117,
143,140,
144,137,
146,106,
148,128,
148,129,
149,121,
149,150,
150,121,
150,143,
151,146,
151,139,
152,107,
152,151,
153,109,
153,154,
154,110,
154,152,
155,115,
155,159,
156,111,
156,157,
157,112,
157,153,
158,142,
158,155,
159,114,
159,156,
160,140,
160,158,
161,149,
161,120,
162,150,
162,163,
163,143,
163,160,
164,124,
164,176,
165,119,
165,161,
166,125,
166,165,
167,123,
167,164,
168,129,
168,167,
169,148,
170,148,
170,168,
171,169,
171,172,
172,169,
173,161,
173,162,
174,165,
174,176,
174,173,
175,172,
176,166,
177,139,
178,138,
179,152,
179,180,
180,151,
180,177,
181,138,
181,177,
182,153,
182,183,
183,154,
183,179,
184,178,
185,178,
186,156,
186,187,
187,157,
187,182,
188,159,
188,186,
189,158,
190,160,
190,210,
191,155,
191,188,
192,162,
192,193,
193,163,
193,190,
194,176,
195,173,
195,229,
196,171,
196,170,
197,174,
197,195,
198,167,
199,196,
200,170,
201,168,
201,198,
201,200,
202,194,
203,199,
204,199,
205,189,
206,207,
208,202,
209,202,
209,211,
210,205,
210,221,
211,208,
211,232,
212,177,
212,233,
213,181,
214,182,
214,215,
215,183,
215,217,
216,180,
216,217,
216,212,
217,179,
218,181,
219,187,
219,214,
220,218,
221,191,
222,210,
222,223,
223,191,
223,224,
224,188,
224,225,
225,186,
225,219,
226,193,
226,231,
226,250,
227,197,
228,198,
229,192,
230,195,
230,231,
231,192,
232,227,
233,213,
234,211,
234,255,
235,211,
235,234,
236,200,
236,273,
237,220,
237,233,
238,201,
238,277,
238,228,
239,217,
239,243,
240,233,
240,267,
241,214,
241,242,
242,215,
242,239,
243,216,
243,244,
244,212,
244,240,
245,219,
245,241,
246,225,
246,288,
247,223,
247,248,
248,224,
248,246,
249,231,
249,254,
250,252,
251,250,
251,266,
252,222,
253,222,
254,226,
254,251,
256,255,
256,230,
257,255,
257,275,
257,258,
258,230,
258,249,
259,234,
260,261,
260,262,
262,206,
263,209,
264,235,
265,235,
266,253,
266,247,
267,268,
269,259,
270,262,
271,260,
272,265,
272,264,
274,265,
274,275,
275,269,
276,263,
277,236,
278,270,
279,270,
279,305,
280,272,
281,240,
281,285,
281,310,
282,267,
283,239,
283,284,
283,286,
284,243,
284,285,
285,244,
286,242,
287,248,
287,289,
288,245,
289,246,
289,334,
290,246,
290,295,
291,241,
291,335,
291,286,
292,245,
293,288,
294,247,
294,287,
295,245,
296,275,
296,297,
297,274,
297,317,
298,254,
298,299,
299,251,
299,300,
300,266,
300,294,
301,258,
301,303,
301,302,
302,249,
302,298,
303,257,
303,296,
304,278,
305,278,
305,304,
306,295,
306,290,
307,277,
308,228,
308,276,
309,238,
309,324,
310,282,
310,311,
311,282,
312,306,
312,292,
313,304,
313,315,
314,276,
314,280,
314,308,
315,305,
316,279,
317,280,
317,314,
318,312,
319,292,
319,326,
320,308,
321,314,
321,327,
322,314,
323,317,
323,338,
324,320,
325,318,
326,318,
327,322,
328,325,
329,325,
330,307,
330,309,
331,307,
331,313,
332,327,
332,309,
333,329,
333,326,
334,329,
334,337,
335,319,
335,337,
336,297,
337,333,
338,321,
338,362,
339,296,
340,335,
341,284,
341,342,
342,285,
342,347,
343,311,
344,315,
345,315,
345,368,
345,367,
346,286,
346,350,
347,281,
347,348,
348,310,
348,343,
349,291,
349,346,
350,283,
350,341,
351,287,
351,379,
352,289,
353,299,
353,355,
354,294,
354,355,
354,351,
355,300,
356,298,
356,353,
357,303,
357,366,
358,302,
358,356,
359,301,
359,411,
359,358,
360,331,
360,330,
361,332,
362,332,
362,363,
363,361,
363,360,
364,336,
364,365,
365,336,
365,323,
366,339,
366,364,
367,360,
369,367,
370,345,
371,363,
372,369,
373,371,
374,373,
374,375,
375,373,
376,372,
377,372,
377,375,
378,362,
379,352,
379,380,
380,340,
380,349,
381,377,
382,381,
382,374,
383,381,
384,338,
384,378,
385,323,
385,384,
386,382,
386,378,
387,365,
387,385,
388,376,
389,383,
389,388,
390,343,
390,391,
391,343,
392,348,
392,434,
393,341,
393,439,
394,342,
394,441,
395,347,
395,432,
396,350,
396,436,
397,398,
399,346,
399,446,
399,458,
400,349,
401,364,
402,355,
403,379,
403,453,
404,380,
404,444,
405,356,
405,460,
406,353,
407,354,
407,455,
408,351,
408,451,
409,358,
409,474,
410,366,
412,359,
412,459,
412,409,
413,357,
413,410,
414,391,
415,390,
415,414,
416,397,
416,421,
416,429,
417,397,
417,386,
418,386,
419,384,
420,385,
421,417,
421,418,
422,401,
422,428,
423,419,
423,418,
424,387,
424,483,
425,420,
425,423,
426,402,
426,467,
427,418,
427,429,
428,410,
428,465,
429,421,
430,414,
431,413,
431,459,
432,392,
433,434,
433,435,
434,415,
435,415,
435,488,
436,437,
437,393,
438,439,
438,440,
438,442,
439,394,
440,437,
441,395,
442,441,
442,443,
443,432,
443,433,
444,445,
445,400,
446,400,
447,445,
447,448,
448,446,
448,457,
449,423,
449,427,
450,451,
450,462,
450,452,
451,403,
452,453,
452,454,
453,404,
454,444,
455,408,
456,422,
457,458,
457,463,
458,469,
460,406,
461,406,
461,426,
462,455,
462,468,
463,396,
463,504,
464,428,
465,466,
466,431,
467,407,
468,467,
469,396,
470,422,
470,464,
471,406,
471,477,
472,428,
472,431,
473,429,
473,479,
474,405,
475,474,
475,476,
476,460,
476,471,
477,461,
477,491,
478,412,
479,427,
479,484,
480,456,
481,416,
482,425,
482,424,
483,480,
484,482,
485,483,
485,526,
486,472,
486,478,
487,481,
487,473,
488,430,
489,470,
490,470,
491,468,
492,462,
492,494,
493,454,
494,450,
494,495,
495,452,
495,542,
496,484,
496,485,
497,498,
499,479,
499,538,
500,488,
501,488,
501,500,
501,522,
502,473,
502,499,
503,487,
503,497,
504,440,
505,491,
505,492,
506,477,
506,512,
506,555,
507,435,
507,511,
507,500,
508,476,
508,535,
508,512,
509,442,
509,514,
509,510,
510,443,
510,511,
511,433,
512,471,
513,475,
514,438,
515,504,
515,516,
516,463,
517,457,
517,516,
518,448,
518,517,
519,447,
519,493,
519,518,
520,497,
521,503,
522,523,
522,549,
524,490,
525,490,
525,536,
526,490,
527,490,
527,486,
528,478,
529,478,
530,521,
531,521,
531,502,
532,486,
532,529,
533,534,
534,496,
535,513,
536,527,
536,585,
537,538,
538,534,
539,499,
539,574,
540,513,
541,502,
541,539,
542,493,
543,516,
544,518,
544,545,
545,519,
546,517,
546,543,
546,544,
547,515,
547,514,
548,524,
550,542,
550,545,
551,494,
551,552,
552,495,
552,610,
553,529,
554,532,
554,553,
555,505,
556,492,
556,551,
557,535,
558,512,
558,566,
559,514,
559,609,
560,508,
560,557,
560,558,
561,547,
561,543,
562,511,
562,569,
563,509,
563,559,
563,564,
564,510,
564,562,
565,500,
565,595,
566,506,
566,615,
567,548,
568,555,
569,507,
569,565,
570,522,
570,621,
571,501,
572,567,
573,567,
575,539,
576,541,
577,541,
578,573,
578,591,
578,525,
579,545,
579,582,
579,581,
580,543,
581,550,
582,544,
583,546,
583,582,
583,580,
584,561,
584,580,
585,554,
585,598,
586,553,
586,598,
587,588,
589,577,
589,590,
590,577,
590,592,
591,587,
592,593,
594,571,
595,571,
595,594,
596,592,
597,598,
599,591,
600,585,
601,586,
602,586,
602,651,
603,536,
604,525,
605,591,
605,606,
606,578,
607,580,
607,611,
607,624,
608,582,
608,611,
609,584,
610,581,
611,583,
612,599,
612,575,
613,579,
613,608,
614,610,
614,613,
615,568,
616,568,
616,556,
617,552,
617,648,
618,616,
618,626,
618,619,
619,556,
619,620,
620,551,
620,617,
622,575,
623,612,
623,605,
624,609,
625,557,
626,615,
627,594,
627,570,
628,566,
628,670,
629,560,
629,630,
630,558,
630,628,
631,569,
631,634,
631,632,
632,565,
633,595,
633,641,
633,632,
634,562,
635,559,
636,564,
636,637,
636,634,
637,563,
637,635,
638,570,
639,622,
640,622,
640,623,
641,627,
642,606,
642,604,
643,605,
643,642,
644,640,
644,652,
645,613,
645,646,
646,608,
646,647,
647,611,
647,650,
648,614,
648,645,
649,624,
650,607,
650,649,
653,602,
654,652,
654,655,
655,652,
656,644,
656,688,
656,660,
657,644,
657,643,
658,604,
659,643,
659,661,
659,660,
660,657,
661,642,
662,617,
662,669,
663,648,
664,650,
665,649,
665,635,
666,645,
666,693,
667,646,
667,694,
668,647,
669,620,
670,626,
671,619,
671,675,
671,669,
672,641,
672,638,
673,635,
673,674,
674,665,
674,664,
675,670,
676,637,
676,673,
676,678,
677,634,
677,679,
678,636,
678,677,
679,631,
679,680,
680,632,
681,630,
681,698,
682,628,
682,699,
683,629,
683,689,
683,681,
684,633,
684,680,
685,672,
686,655,
687,625,
688,686,
689,687,
690,687,
691,653,
691,661,
692,668,
692,664,
693,667,
694,668,
695,666,
696,685,
696,684,
697,695,
697,662,
698,682,
699,675,
