no_nodes
224

Node, X-Coordinate, Y-Coordinate
169,-11723873,3278438
170,-11723992,3278577
171,-11723953,3278431
172,-11723257,3278474
173,-11723288,3278570
174,-11723980,3278430
175,-11723353,3278507
176,-11723382,3278505
177,-11723308,3278496
178,-11723355,3278492
179,-11723379,3278490
180,-11723360,3278364
181,-11723291,3278490
182,-11723373,3278414
183,-11723340,3278359
184,-11723273,3278479
185,-11723437,3278242
186,-11723516,3278252
187,-11723665,3278275
188,-11723591,3278261
189,-11723317,3278354
190,-11723293,3278353
191,-11723688,3278273
192,-11723763,3278255
193,-11723953,3278419
194,-11723835,3278241
195,-11723925,3278217
196,-11723908,3278226
197,-11723385,3278368
198,-11723361,3278294
199,-11723343,3278295
200,-11723323,3278297
201,-11723285,3278280
202,-11723324,3278290
203,-11723473,3278075
204,-11723658,3278123
205,-11723564,3278113
206,-11723494,3278093
207,-11723759,3278098
208,-11723906,3278220
209,-11723823,3278068
210,-11723838,3278055
211,-11723643,3278054
212,-11723819,3278062
213,-11723597,3277995
214,-11723587,3277970
215,-11723641,3277987
216,-11723651,3277966
217,-11723624,3277987
218,-11723623,3277965
219,-11723612,3277966
220,-11723597,3277969
221,-11723608,3277943
222,-11723638,3277964
223,-11723619,3277942

no_edges
349

Node Adjacency List
Node 1, Node 2,
0,1,
0,4,
2,3,
2,7,
4,3,
5,6,
7,8,
9,8,
9,5,
11,10,
11,0,
12,4,
12,2,
13,7,
13,9,
14,5,
15,0,
15,12,
16,2,
16,13,
17,9,
17,14,
18,11,
18,15,
19,12,
19,16,
20,13,
20,17,
21,14,
22,15,
22,19,
23,16,
23,20,
24,17,
24,29,
25,21,
26,18,
26,22,
27,19,
27,23,
28,20,
28,24,
29,25,
30,25,
31,30,
32,30,
33,22,
33,27,
34,31,
34,24,
35,23,
35,28,
36,32,
37,34,
37,36,
38,34,
38,28,
39,26,
39,33,
40,27,
40,35,
41,38,
41,37,
42,38,
42,35,
43,36,
44,33,
44,40,
45,42,
45,41,
46,42,
46,40,
47,37,
47,43,
48,39,
48,44,
49,46,
49,45,
50,46,
50,44,
51,41,
51,47,
52,43,
53,50,
53,48,
54,50,
54,49,
55,45,
55,51,
56,47,
56,52,
57,53,
57,54,
58,49,
58,55,
59,51,
59,56,
60,52,
61,54,
61,58,
62,55,
62,59,
63,56,
63,68,
64,57,
64,61,
65,58,
65,62,
66,59,
66,72,
67,60,
68,60,
69,61,
69,65,
70,62,
70,66,
71,68,
71,67,
72,63,
73,63,
73,71,
74,64,
74,69,
75,72,
75,73,
76,65,
76,79,
77,66,
78,69,
78,76,
79,70,
80,70,
81,74,
81,90,
82,79,
82,80,
83,80,
83,77,
84,77,
84,94,
85,67,
86,78,
86,95,
87,78,
88,82,
89,87,
90,87,
91,83,
92,73,
93,90,
94,75,
95,88,
96,95,
96,99,
97,86,
97,89,
98,91,
98,96,
99,91,
100,97,
100,93,
101,98,
101,107,
102,103,
104,100,
104,102,
105,94,
105,92,
106,85,
106,123,
107,84,
108,101,
109,92,
109,133,
110,105,
111,110,
112,110,
112,109,
113,108,
113,111,
114,115,
116,115,
117,113,
118,116,
119,116,
120,118,
120,114,
121,114,
122,121,
122,137,
123,121,
124,119,
125,119,
126,123,
126,150,
127,125,
128,125,
129,128,
130,128,
130,127,
131,129,
132,129,
132,130,
133,106,
134,106,
135,131,
135,132,
136,131,
137,120,
137,124,
138,133,
138,159,
139,109,
139,163,
140,134,
141,112,
141,167,
142,117,
143,136,
144,136,
144,143,
145,140,
145,154,
146,124,
146,143,
147,146,
148,137,
148,179,
149,144,
150,122,
151,152,
151,149,
153,150,
153,148,
154,126,
155,152,
156,152,
156,166,
157,154,
157,153,
158,145,
158,157,
159,145,
160,147,
160,155,
161,147,
162,159,
162,158,
163,138,
164,149,
165,163,
165,162,
166,151,
167,139,
168,161,
168,160,
169,167,
169,165,
170,142,
170,141,
171,141,
172,164,
172,184,
173,155,
173,156,
174,170,
174,171,
175,160,
176,168,
176,175,
177,175,
178,175,
179,176,
180,177,
180,197,
181,177,
182,178,
182,179,
183,181,
183,180,
184,181,
185,148,
185,197,
185,186,
186,153,
186,188,
187,158,
188,157,
188,187,
189,184,
189,183,
190,172,
190,189,
191,162,
191,187,
192,165,
192,191,
193,169,
193,171,
194,169,
194,192,
195,174,
195,208,
196,193,
196,194,
197,182,
198,180,
198,199,
199,183,
199,200,
200,189,
201,190,
201,202,
202,200,
203,201,
204,187,
204,188,
204,192,
205,186,
206,185,
206,205,
207,194,
208,196,
209,208,
210,195,
210,209,
211,204,
211,205,
211,207,
212,207,
212,209,
213,206,
214,203,
214,213,
215,212,
215,217,
216,210,
216,215,
217,211,
217,213,
218,217,
218,219,
219,217,
219,220,
220,214,
221,219,
222,216,
222,218,
223,218,
